SNR,BER,Noise Power,Latency,Bandwidth,Error Burst Length,Data Type,Network Type,Optimal ECC
19.396490096330254,0.006005897083242179,0.038,484,38.02893976446064,4,Packet,5G,Turbo
17.880869043608946,0.008837320901134326,0.459,360,9.492175406138648,3,Streaming,IoT,LDPC
10.684311044877425,0.008885466655589938,0.16,74,28.91335610090401,8,Packet,Wi-Fi,Reed-Solomon
2.6564630008212484,0.003967384996073646,0.306,446,11.367921564610128,5,Packet,Wi-Fi,LDPC
21.40721736831876,0.0018459016218274264,0.095,162,51.186470379183305,3,Packet,Satellite,BCH
23.98607558004322,0.001196204158441077,0.408,264,21.132060897286323,1,Streaming,Satellite,LDPC
19.620698856951698,0.0027275220107839254,0.15,383,36.155405508507116,7,Packet,IoT,Reed-Solomon
0.4169215415895573,0.010139626667784967,0.452,27,61.478329350775695,1,Packet,Wi-Fi,Turbo
2.1287479763935213,0.006026762485917369,0.468,40,65.10761277426123,6,Streaming,5G,Reed-Solomon
28.594175261544862,0.005901798555260839,0.447,309,51.43319809328182,3,Packet,Storage,LDPC
3.9491262181931326,0.008232680484134239,0.478,94,34.56850759685781,8,Streaming,Storage,Reed-Solomon
14.952933485699385,0.0008014555250510381,0.281,342,101.72708005147634,3,Packet,Wi-Fi,BCH
4.006800028313131,0.004788776361179972,0.2,100,89.9399492753895,9,Packet,Wi-Fi,Reed-Solomon
14.996692808112071,0.0025788557800130577,0.443,466,32.412941938808466,9,Streaming,5G,Reed-Solomon
12.50524417732793,0.007935063275455144,0.127,73,29.09580269015822,6,Packet,5G,Reed-Solomon
13.652822547325831,0.0021039475023008404,0.368,195,46.38755440462907,2,Packet,5G,LDPC
11.101856697649978,0.004594141997695458,0.189,86,85.96564434776542,2,Packet,IoT,BCH
10.605986885152815,0.003639473106430048,0.122,374,84.87057343332913,3,Packet,IoT,Turbo
19.271570856448626,0.003973011713597057,0.451,43,49.83933304938647,3,Streaming,5G,LDPC
23.887500531896883,0.004118078731173107,0.488,457,95.13397476046875,1,Streaming,Storage,LDPC
29.335858926889827,0.008221202356459024,0.44,229,89.90232279610886,1,Packet,Satellite,LDPC
26.967781381743343,0.009127141804091802,0.265,23,34.44126473746685,7,Streaming,5G,Reed-Solomon
22.08181980001194,0.00016468030355907623,0.176,90,20.067217352819526,3,Packet,5G,Hamming
18.20714422810657,0.008350891587171928,0.408,322,10.92940025934781,9,Packet,Satellite,Reed-Solomon
5.287318846202625,0.0029691453506135476,0.403,52,21.12226975559894,4,Streaming,Wi-Fi,LDPC
17.8562938696195,0.006769884530619131,0.188,338,47.03518998438664,3,Packet,Wi-Fi,BCH
28.46832265677483,0.0003886253781757099,0.208,126,67.36498169959197,4,Streaming,Satellite,Hamming
-1.7813371832097136,0.00022767349198576236,0.322,243,45.089768942871416,3,Packet,Storage,LDPC
8.887273783116314,0.005056643413098154,0.403,207,98.37167130315736,4,Packet,Satellite,LDPC
17.626305431237924,0.003569274125856027,0.409,339,56.32615295943888,1,Streaming,Wi-Fi,LDPC
23.2826599593203,0.00203159874168554,0.349,434,16.007736974325468,6,Packet,5G,Reed-Solomon
8.475443080256639,0.005793936879841814,0.474,250,49.825541860895925,3,Packet,5G,LDPC
16.361746600975042,0.005603048411296686,0.131,330,20.321805947069148,8,Streaming,5G,Polar
28.81723587066565,0.008463967556061188,0.202,445,73.70170908065367,1,Streaming,Wi-Fi,Turbo
8.760634920293384,0.0028776279989665547,0.448,176,66.51699905809599,3,Streaming,5G,LDPC
5.813374103344248,0.009282830467675715,0.483,514,1.2765721451258387,2,Streaming,IoT,LDPC
17.802300012819856,0.006280841715008501,0.335,488,77.95873948953509,9,Packet,Storage,Reed-Solomon
24.841976453244342,0.0022263783750329255,0.447,454,64.64154946063286,3,Packet,Satellite,LDPC
9.978049122112928,0.0002380453236313158,0.098,403,26.41730624062011,5,Streaming,Wi-Fi,Turbo
8.322483458633322,0.009166200467591985,0.43,245,18.41815569288844,1,Streaming,5G,LDPC
24.93505845702579,0.004774448356287257,0.281,140,71.96957447043057,7,Packet,5G,Reed-Solomon
15.413082677799816,0.005591538122368344,0.41,450,56.767810005563966,2,Packet,IoT,LDPC
5.989035420697508,0.004583205368099353,0.155,419,17.175896391476144,7,Packet,Storage,Reed-Solomon
18.836386945296034,0.0015449366301708285,0.366,383,15.505459639975362,8,Streaming,Storage,Reed-Solomon
9.042309502274438,0.004344670750187754,0.418,259,44.80050888600365,2,Packet,5G,LDPC
29.078400092238155,0.0021896766394557147,0.298,191,26.376841319513435,3,Streaming,Wi-Fi,Convolutional
22.329494046158047,0.008209103165468084,0.451,431,78.54911337555292,1,Streaming,IoT,LDPC
20.693013442373335,0.001805268451906196,0.295,387,18.490270767310147,9,Packet,Storage,Reed-Solomon
5.520720402354217,0.007439678560567717,0.368,143,80.64520868525658,9,Packet,5G,Turbo
2.888927336322642,0.006969896853038482,0.155,356,58.1704866157115,6,Packet,Storage,Reed-Solomon
7.412949517248321,0.009880149627412044,0.258,61,50.02715323694668,4,Streaming,Satellite,Convolutional
24.838168733347135,0.00775708805727912,0.265,380,18.077827341320447,8,Streaming,IoT,Reed-Solomon
6.485610176161133,0.0015551861181530183,0.235,71,9.999452556382556,8,Packet,Wi-Fi,Reed-Solomon
6.638513091991524,0.008663063069414277,0.488,185,20.300962741330824,4,Streaming,Storage,LDPC
19.382898212694,0.005193374407983093,0.42,465,74.52595622557358,2,Streaming,5G,LDPC
8.115623547431074,0.008797978792116988,0.265,451,65.8642903756082,7,Streaming,Wi-Fi,Reed-Solomon
21.35293955324249,0.008038526382179865,0.386,197,40.21290764804489,8,Packet,Wi-Fi,Reed-Solomon
16.89815027252206,0.0021578973447213294,0.244,158,8.214381185036661,2,Packet,5G,LDPC
17.310767797838437,0.004123093470882914,0.245,84,30.45586745661449,1,Streaming,IoT,Convolutional
7.348536216184305,0.007802160914098197,0.388,150,50.4515770891901,7,Streaming,Satellite,Reed-Solomon
3.0584915728820534,0.0008594518044049718,0.314,477,96.77114902956542,7,Streaming,IoT,Reed-Solomon
2.452651399857346,0.003930971160747087,0.357,212,86.34995900515598,7,Streaming,Wi-Fi,Reed-Solomon
28.416026546382152,0.004784782778200993,0.362,406,69.9238270066892,5,Packet,IoT,LDPC
25.211998027782137,0.004558286496215292,0.418,131,94.88003353285757,1,Streaming,5G,LDPC
29.319934020398602,0.006185389245004612,0.231,362,36.37437491240248,2,Packet,5G,Turbo
5.455795619029829,0.004931802532183994,0.064,41,30.620930112847418,4,Streaming,Storage,Convolutional
19.49924585149996,0.0006748142738261233,0.268,193,97.70802058488633,8,Packet,Satellite,Hamming
8.865821030606817,0.006025370421107668,0.15,302,6.419012591052655,3,Packet,IoT,BCH
6.730979066489376,0.005120946914233704,0.421,346,86.60441818997388,3,Streaming,Storage,LDPC
23.856824930190943,0.0016180731311055587,0.325,242,91.57974835875513,3,Packet,Wi-Fi,LDPC
19.046767585671073,0.007214737610745096,0.203,115,38.16992342321543,4,Streaming,5G,Convolutional
21.8421975131937,0.008951977072685916,0.079,27,89.68132370802192,4,Packet,5G,Polar
14.209063517053828,0.008404912809671074,0.493,401,63.0905305174935,1,Packet,IoT,LDPC
16.07112229053557,0.0026994812349578896,0.41,200,43.049461964340466,4,Streaming,Wi-Fi,LDPC
12.53146933917731,0.0007816086538056297,0.079,46,39.94888497599273,1,Streaming,Storage,Convolutional
20.635610565165944,0.004835174209020896,0.169,338,93.47993299054936,2,Packet,Storage,BCH
18.550244710143296,0.003749419234909964,0.212,490,10.219661264616953,1,Streaming,5G,Turbo
22.711372670393366,0.003923778860192017,0.457,281,39.79837536091857,6,Streaming,Storage,Reed-Solomon
8.924602721938411,0.003489320054829094,0.343,390,51.319957331820525,1,Streaming,Storage,Turbo
28.678672525765176,0.005112366637637079,0.157,64,19.98801662507934,1,Packet,Storage,BCH
39.985830526928815,0.6348909999815305,1.644,1315,346.8583307166285,2,Packet,5G,LDPC
9.385125924118812,0.0023914191759825364,0.461,174,23.448632848528963,2,Packet,IoT,LDPC
11.94270012625003,0.0005156024814970589,0.089,423,66.51443325100314,6,Packet,IoT,Reed-Solomon
23.47125452392525,0.008941964416146036,0.432,49,1.5102200413857567,8,Packet,Wi-Fi,Reed-Solomon
16.874744284064583,0.006450544868954739,0.342,458,23.259858997093335,4,Packet,Wi-Fi,Turbo
12.917381484581531,0.002195127449301412,0.249,349,34.3342256226277,4,Streaming,IoT,Convolutional
12.906469081950219,0.0029772431659188035,0.079,269,55.033226778819675,2,Packet,Storage,BCH
8.78616985639349,0.004926569656912881,0.059,484,11.485266652183252,5,Packet,5G,Turbo
18.367867812786383,0.008273663255244588,0.06,412,25.733919694967184,4,Streaming,Wi-Fi,Turbo
18.605896056053272,0.009520627293258858,0.281,327,74.55857502621946,3,Streaming,IoT,Convolutional
24.819452053059127,0.006777182453584885,0.4,420,52.726913325195,4,Streaming,Wi-Fi,LDPC
2.0922770695073156,0.008051032212246418,0.456,470,39.48930827899557,3,Packet,Wi-Fi,LDPC
9.718895048550428,0.0017565320586210502,0.199,389,51.928134858562004,6,Packet,5G,Reed-Solomon
23.526844167097153,0.004794892324212839,0.129,142,20.414798026795133,1,Packet,Wi-Fi,Turbo
12.353039034846075,0.006144351781980814,0.095,290,13.804283172844444,3,Streaming,IoT,Convolutional
13.762542571028497,0.009126568516030326,0.198,131,38.08896640350795,4,Packet,Storage,BCH
1.6763875537223396,0.008953966152034365,0.276,204,52.73657806053429,4,Streaming,Wi-Fi,BCH
9.828192856780777,0.007289615288022657,0.198,252,79.33751612242534,5,Streaming,5G,Convolutional
9.230325307511665,0.004951300567325835,0.432,63,34.18911181178684,4,Packet,IoT,LDPC
6.168530476975492,0.004712587986345502,0.235,454,70.65627166844412,3,Packet,Wi-Fi,Turbo
11.45008648036558,0.0023615392660777334,0.033,106,74.61999532453551,5,Packet,Satellite,BCH
13.759592255635418,0.007950701052974171,0.049,200,26.14816414567292,5,Streaming,5G,Convolutional
0.30571083100142854,0.009008950145881437,0.036,137,54.33449748492086,2,Packet,Satellite,LDPC
13.614637439112377,0.006314433436593839,0.362,166,65.02671487485198,1,Streaming,IoT,LDPC
15.457499900770236,0.0037625240979142684,0.129,385,79.30123543496792,6,Streaming,Satellite,Reed-Solomon
23.487741445270608,0.14231547719307933,0.941,1498,491.674298458682,2,Streaming,Wi-Fi,LDPC
4.906678133043455,0.0032721784820891756,0.461,327,46.769410511289465,2,Packet,5G,LDPC
30.591031140313614,0.003657029143762348,0.048,82,75.20810759169244,6,Packet,Storage,Reed-Solomon
20.673532942631446,0.005337684533001786,0.322,224,78.2290828653428,2,Streaming,Storage,Turbo
9.718414589938252,0.0023130767275516637,0.201,137,28.183241613996998,6,Streaming,IoT,Reed-Solomon
17.260052498401826,0.00825365070109778,0.451,112,2.8037933355575704,3,Packet,IoT,LDPC
25.88310512396335,0.004384957959661477,0.249,377,11.346361315599523,7,Streaming,Wi-Fi,Reed-Solomon
1.5155601127565947,0.004901746747842422,0.056,75,13.763924069392623,2,Streaming,Satellite,LDPC
13.013332960494461,0.004249792891907242,0.459,265,52.30381767468193,6,Streaming,Satellite,Reed-Solomon
6.395784336437491,0.00791081988935172,0.322,99,45.819999412376816,5,Packet,IoT,BCH
16.165254525012934,0.005687523122304236,0.488,263,16.672876595124976,8,Streaming,Wi-Fi,Reed-Solomon
28.26378584527089,0.005982641386683187,0.29,273,78.18678146672015,2,Streaming,Wi-Fi,Convolutional
11.287264876495538,0.005907395037447923,0.47,327,62.955799512736,6,Streaming,IoT,Reed-Solomon
26.22821801569237,0.006665988478879661,0.458,156,71.50486642208284,6,Packet,5G,Reed-Solomon
3.7321825084941045,0.3009926508445125,0.251,1845,483.03256315828617,9,Streaming,IoT,Reed-Solomon
25.129746714386506,0.007973277590493367,0.021,375,17.537190333303876,2,Streaming,Satellite,BCH
10.916407683121719,0.00866823235078035,0.371,504,3.253246367944066,5,Packet,Satellite,LDPC
16.038801098595396,0.0014263313116097758,0.069,22,99.28080405908365,2,Packet,Storage,BCH
12.78720028292281,0.009290897552610925,0.33,270,73.77397369674414,1,Packet,Storage,BCH
19.666795140633006,8.963899122622078e-05,0.41,49,20.712618153775406,1,Packet,Storage,Hamming
16.60872062340656,0.0018638260233588236,0.053,298,83.2558228369978,6,Streaming,Satellite,Reed-Solomon
10.756942910245815,0.008103980200956203,0.11,384,49.10687461593474,7,Packet,IoT,Reed-Solomon
2.9985790903594807,0.0077509562010772155,0.125,316,50.92208044957118,3,Packet,Storage,LDPC
5.124363861786988,0.009596926628913418,0.431,380,62.54073157207525,2,Streaming,Satellite,LDPC
23.210246127253104,0.01006430203184523,0.445,117,30.484160709577594,2,Packet,Storage,LDPC
8.86809129081178,0.004796347930202177,0.311,144,5.7295701217753745,2,Packet,Wi-Fi,BCH
8.092510207795751,0.005287452340428097,0.139,435,34.08248612674956,3,Packet,IoT,Turbo
3.293114731044573,0.003624850415138167,0.358,391,35.82435609621257,9,Packet,Storage,Reed-Solomon
29.763999122369444,0.002283417975428236,0.133,371,29.850666819838295,1,Packet,Storage,Turbo
18.573754325793193,0.7875773742243674,0.007,929,248.17819622106632,8,Streaming,Wi-Fi,Reed-Solomon
19.31451761460312,0.0025686769519148197,0.355,444,27.045011234257533,7,Streaming,Wi-Fi,Reed-Solomon
4.811219890032258,0.002409871889443821,0.092,387,27.35686083293801,4,Streaming,Satellite,Turbo
23.306468908325904,0.0018838975750591338,0.018,291,98.31410618185848,1,Streaming,Wi-Fi,Convolutional
7.012482751982931,0.005437418242782753,0.142,162,37.18878022184943,6,Packet,Wi-Fi,Reed-Solomon
24.450182551851817,0.006165637869763048,0.412,27,16.056908297204433,6,Streaming,IoT,Polar
21.74322201639828,0.005101680486864582,0.498,3,9.903961332757113,2,Packet,Storage,LDPC
30.279858865965373,0.009016061286804166,0.141,436,97.80247211534686,1,Streaming,Satellite,Turbo
2.162717620917154,0.006138546596822895,0.388,206,87.1729483769557,1,Streaming,IoT,LDPC
7.123806506267776,0.008228208699890511,0.084,83,67.59490792553038,8,Streaming,5G,Reed-Solomon
1.943435041558594,0.00029319196048346717,0.26,150,80.17041356252977,4,Packet,Satellite,LDPC
26.6802901703217,0.0061864587395341385,0.036,411,14.090889979738362,3,Streaming,Satellite,Turbo
24.294096766922703,0.005580477732379234,0.125,161,74.46469741330642,9,Streaming,Satellite,Reed-Solomon
25.621874550111656,0.006816897441411437,0.246,415,35.922963831554824,9,Streaming,IoT,Reed-Solomon
13.557047205556996,0.007395682760841349,0.482,387,71.53132703277831,1,Streaming,Satellite,Polar
21.081555141186058,0.003826781119894009,0.191,251,59.11373976898341,6,Packet,5G,Reed-Solomon
24.039259546026837,0.004601812284287199,0.024,121,25.675018014563328,8,Streaming,Wi-Fi,Reed-Solomon
9.723581587037916,0.0018187336223574133,0.368,432,18.092366100654896,1,Streaming,Storage,LDPC
28.74220759215783,0.003112872102879542,0.1,251,74.47618235385173,5,Streaming,Storage,Convolutional
17.63176476560685,0.00544882570416717,0.191,492,87.19060138400438,1,Packet,IoT,Turbo
28.43361036931659,0.0036956030389358333,0.26,284,81.46233684606895,5,Streaming,Storage,Convolutional
16.224357376892833,0.007599872212325237,0.342,469,42.17283016397819,9,Streaming,Satellite,Reed-Solomon
3.6520863331593914,0.008584861687204286,0.243,358,33.451459283635614,3,Packet,Wi-Fi,LDPC
6.115050726344937,0.009748751649937328,0.232,179,20.488253377558088,7,Packet,Satellite,Reed-Solomon
11.35420020788104,0.007756608226107368,0.128,300,49.754237760206664,6,Streaming,IoT,Reed-Solomon
16.90038028535153,0.0007398379958526294,0.368,458,61.76838129624439,5,Streaming,Storage,Hamming
2.874525579764685,0.0002790838720701388,0.086,279,45.06626822366603,1,Streaming,Storage,Reed-Solomon
15.5189972541224,0.007920088543026345,0.224,24,52.647776727624944,5,Packet,Wi-Fi,BCH
15.075032934408712,0.00024024039978150723,0.494,361,94.74395125466283,5,Packet,IoT,Hamming
13.614505002101708,0.006898628908968351,0.05,87,84.86694541158981,1,Packet,Storage,BCH
13.317743118849538,0.010384178220260068,0.229,286,5.1521465047412995,2,Streaming,Storage,Convolutional
11.599231945105968,0.0017416585810253657,0.287,461,89.94407328338707,3,Streaming,IoT,Turbo
13.57365300960933,0.0007869323618060166,0.1,500,52.33247848532996,3,Streaming,Wi-Fi,Turbo
10.567135436169943,0.0012714311451478197,0.473,149,72.69011795980175,8,Packet,Satellite,Reed-Solomon
9.436087896055234,0.008628918561682674,0.499,394,53.7532376085577,1,Streaming,IoT,LDPC
14.491320703728535,0.00804850603974468,0.201,406,19.44496840029658,4,Streaming,IoT,Turbo
15.934930489958838,0.0031423698170553057,0.458,281,56.052702546445595,2,Streaming,5G,LDPC
25.638795837797673,0.005144244238159565,0.352,300,87.07222750626168,2,Packet,5G,LDPC
20.40693186054663,0.007018421105701048,0.341,148,53.171963372975895,2,Packet,IoT,BCH
24.428706475435895,0.007241367635715679,0.282,321,52.841347882549414,1,Packet,Satellite,BCH
19.728292413287104,0.0006152693323393132,0.131,209,92.9336871266728,1,Packet,IoT,Turbo
16.043159136824865,0.010324896871895414,0.305,495,39.03753704513484,2,Streaming,IoT,Turbo
0.10184316103768755,0.010627161304646122,0.301,380,10.755111245606829,4,Packet,Storage,LDPC
6.63121603277513,0.00706035456375251,0.107,159,47.86169078935057,3,Packet,Storage,BCH
2.3642440332717847,0.003278179009872807,0.208,139,49.049898248895175,2,Packet,5G,LDPC
15.266482156428482,0.00790351725426705,0.236,354,84.47057333093666,1,Streaming,Wi-Fi,Turbo
2.195105510593852,0.006290390853772056,0.231,65,3.309531422442141,3,Packet,IoT,LDPC
1.0105775461668403,0.005281303395522933,0.412,373,11.839304851838673,2,Packet,Wi-Fi,LDPC
16.24452852830148,0.0007926029213302237,0.223,152,79.67168333474955,3,Packet,Storage,Hamming
-0.007550891111961944,0.003077284078835984,0.279,207,71.98824745990163,2,Packet,5G,LDPC
26.29008299454483,0.008008968599395776,0.143,439,75.18692164167354,1,Packet,Wi-Fi,Turbo
30.636081513334773,0.004183097531229291,0.3,461,20.744964326899215,5,Packet,IoT,Turbo
28.529454008763587,0.006936842640218052,0.343,132,78.28082810121529,1,Streaming,Wi-Fi,Hamming
8.956516122592145,0.004663818719934881,0.264,510,32.87680966078563,2,Packet,Storage,Turbo
17.189310497802552,0.0025727815845042507,0.253,260,73.43274486811755,6,Streaming,Wi-Fi,Reed-Solomon
10.691888824602591,0.009117644908580951,0.486,247,48.21992015794244,1,Packet,Storage,LDPC
19.33821928598498,0.009589385179349883,0.339,132,9.468560103570184,2,Packet,5G,Polar
15.281654082320552,0.004063139671692041,0.375,373,27.079711728229654,1,Packet,Storage,LDPC
4.358263507547643,0.0028375644038388073,0.195,387,99.12915627703383,3,Packet,Storage,Turbo
0.7615001932881673,0.004451639600294664,0.371,400,2.763226850697112,8,Streaming,Storage,Reed-Solomon
11.41709238233394,0.005981020721681551,0.464,40,64.18379949317242,1,Streaming,IoT,LDPC
10.801398304517797,0.0024217815183307503,0.306,383,100.9254431348252,3,Packet,Satellite,Turbo
26.421158651261496,0.0020516338476956665,0.134,169,2.5963609106239005,3,Packet,IoT,BCH
23.363056279618483,0.006021024292317871,0.088,26,9.80318478513621,2,Packet,Wi-Fi,BCH
15.207844715589193,0.006120910840899732,0.457,144,2.199640071710144,2,Streaming,5G,LDPC
15.35504566355902,0.007469619764992979,0.294,496,18.89855015684586,3,Streaming,Satellite,Turbo
18.220212461277487,0.0031590632044229145,0.49,109,91.28059652576263,2,Packet,Satellite,LDPC
18.92057193020376,0.007776605084170715,0.227,431,85.9844954041974,4,Packet,Wi-Fi,Turbo
16.278872844756933,0.004970703066224978,0.431,166,69.4133817072211,7,Streaming,IoT,Reed-Solomon
12.111430194235444,0.00492997288150213,0.147,429,8.917360317708901,5,Streaming,Storage,Turbo
27.895266092714383,0.00924623303003413,0.043,23,45.05239249269451,8,Packet,5G,Reed-Solomon
20.272199454183585,0.0019197693216753626,0.091,58,21.45336449288838,4,Packet,Wi-Fi,BCH
5.030127783022918,0.008124622652364485,0.172,85,75.45873941913675,5,Streaming,Wi-Fi,Convolutional
14.710808107584196,0.008755016148843471,0.237,439,40.71418681323237,1,Streaming,Satellite,Turbo
2.1372651979853203,0.00032454126110571525,0.384,413,77.11010377243856,5,Packet,5G,LDPC
9.404115258049426,0.008884741095244593,0.416,310,2.1369007050991224,3,Streaming,Storage,LDPC
10.024775939455433,0.008395536471252086,0.403,317,57.67328632986073,5,Packet,Wi-Fi,LDPC
10.418815770134636,0.009476708451063584,0.123,289,30.972180379999763,2,Packet,Storage,BCH
26.778796689846235,0.004125879213971117,0.063,248,34.738332671137265,1,Packet,Storage,BCH
15.505181664695948,0.004838311794448697,0.385,61,16.524749518093834,1,Packet,Wi-Fi,LDPC
14.47230599503757,0.0015516871669725438,0.353,392,55.87158892441532,3,Packet,IoT,LDPC
12.239530942730106,0.003911735010022364,0.274,354,41.302427642452564,10,Streaming,Satellite,Reed-Solomon
11.125062021149683,0.009798772207418491,0.23,311,66.62215917523972,3,Streaming,Satellite,Convolutional
19.150253460772955,0.0031038528514095213,0.292,180,77.40141418136804,2,Packet,Satellite,BCH
0.18418084066107387,0.005815682324324065,0.113,134,55.85037619648118,5,Streaming,5G,LDPC
6.32017647745645,0.003316070142992829,0.413,339,67.85896967918994,4,Packet,Satellite,LDPC
27.39166599751771,0.00824701276725107,0.426,300,63.579683623301946,3,Packet,Storage,LDPC
11.307354633707833,0.0061521361949637456,0.225,246,89.24585042843536,7,Streaming,Wi-Fi,Reed-Solomon
-0.6873937889976456,0.0026163758473889544,0.048,311,46.54768653227098,5,Streaming,Satellite,LDPC
2.1235278822166452,0.0018567774934829598,0.2,282,30.722547580029058,1,Packet,Satellite,LDPC
22.60603605144952,0.006818808099367845,0.05,243,12.872554533220487,6,Packet,Satellite,Reed-Solomon
2.5571882778751296,0.0008125893128927315,0.169,20,92.91302997736004,1,Streaming,Satellite,LDPC
26.335135527232662,0.000256907013849783,0.059,418,4.861854141968902,10,Streaming,Wi-Fi,Hamming
-0.3174508341718697,3.9019783359027216e-05,0.274,413,33.97790457153493,3,Streaming,Storage,LDPC
48.4283173916709,0.4007034000412335,1.593,1876,401.15054124544224,5,Packet,Satellite,LDPC
16.24668805555894,0.00493933487344866,0.361,414,89.7693157076933,3,Streaming,Wi-Fi,LDPC
5.6097324901195975,0.00563213092798875,0.437,117,75.89772438252598,9,Packet,Satellite,Reed-Solomon
13.814168526185496,0.006013356597563614,0.211,494,38.60006839284874,9,Streaming,IoT,Reed-Solomon
26.232341050212142,0.010145621318527098,0.352,435,56.74971993591241,3,Packet,5G,LDPC
24.331815966087422,0.009678505980471831,0.023,87,93.25441517257995,3,Packet,Storage,BCH
13.857683536323062,0.0037560798604391052,0.344,459,61.85129024718149,7,Packet,5G,Reed-Solomon
5.053919582921179,0.0013630839665172971,0.243,218,71.12157191033965,7,Streaming,IoT,Reed-Solomon
3.6817071697462427,0.009044758112014786,0.386,483,93.3419877067056,1,Streaming,Satellite,LDPC
27.077614730284985,0.002696289925387129,0.257,451,70.95972451807509,6,Packet,5G,Hamming
23.305822307683172,0.006776602770349797,0.343,478,53.382481258618085,1,Streaming,5G,Turbo
28.715572496627207,0.006559254101852279,0.428,378,76.95285889291438,5,Streaming,5G,LDPC
10.483031263402584,0.0004366196075353016,0.4,476,69.98844792568056,7,Packet,Storage,Reed-Solomon
3.2729498718213508,0.004928183249068492,0.253,289,42.71714110395502,6,Streaming,IoT,Reed-Solomon
9.927110118665876,0.0012455122838739223,0.287,221,64.83907564934573,10,Packet,Satellite,Reed-Solomon
2.0823937000365,0.008909326182068751,0.14,433,44.38793100744109,8,Packet,Satellite,Reed-Solomon
28.392215241118315,0.007915092514380065,0.154,345,7.126667042012776,5,Packet,5G,Polar
6.383783362753568,0.00013739910380427222,0.022,195,53.91628859980121,2,Streaming,Wi-Fi,Convolutional
16.7939588631039,0.005471315419054481,0.476,376,13.157903200109953,1,Packet,IoT,LDPC
